STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
       3448;2017050808;    3;   0.0;   0;-999;eor
       3448;2017050809;    3;   0.0;   0;-999;eor
       3448;2017050810;    3;   0.0;   0;-999;eor
       3448;2017050811;    3;   0.0;   0;-999;eor
       3448;2017050812;    3;   0.0;   0;-999;eor
       3448;2017050813;    3;   0.0;   0;-999;eor
       3448;2017050814;    3;   0.0;   0;-999;eor
       3448;2017050815;    3;   0.0;   0;-999;eor
       3448;2017050816;    3;   0.0;   0;-999;eor
       3448;2017050817;    3;   0.0;   0;-999;eor
       3448;2017050818;    3;   0.0;   0;-999;eor
       3448;2017050819;    3;   0.0;   0;-999;eor
       3448;2017050820;    3;   0.0;   0;-999;eor
       3448;2017050821;    3;   0.0;   0;-999;eor
       3448;2017050822;    3;   0.0;   0;-999;eor
       3448;2017050823;    3;   0.0;   0;-999;eor
       3448;2017050900;    3;   0.0;   0;-999;eor
       3448;2017050901;    3;   0.0;   0;-999;eor
       3448;2017050902;    3;   0.0;   0;-999;eor
       3448;2017050903;    3;   0.0;   0;-999;eor
       3448;2017050904;    3;   0.0;   0;-999;eor
       3448;2017050905;    3;   0.0;   0;-999;eor
       3448;2017050906;    3;   0.0;   0;-999;eor
       3448;2017050907;    3;   0.0;   0;-999;eor
       3448;2017050908;    3;   0.0;   0;-999;eor
       3448;2017050909;    3;   1.0;   1;-999;eor
       3448;2017050910;    3;   0.1;   1;-999;eor
       3448;2017050911;    3;   0.0;   0;-999;eor
       3448;2017050912;    3;   0.0;   0;-999;eor
       3448;2017050913;    3;   0.0;   0;-999;eor
       3448;2017050914;    3;   0.0;   0;-999;eor
       3448;2017050915;    3;   0.0;   0;-999;eor
       3448;2017050916;    3;   0.0;   0;-999;eor
       3448;2017050917;    3;   0.0;   0;-999;eor
       3448;2017050918;    3;   0.0;   0;-999;eor
       3448;2017050919;    3;   0.0;   0;-999;eor
       3448;2017050920;    3;   0.0;   0;-999;eor
       3448;2017050921;    3;   0.0;   0;-999;eor
       3448;2017050922;    3;   0.0;   0;-999;eor
       3448;2017050923;    3;   0.0;   0;-999;eor
       3448;2017051000;    3;   0.0;   0;-999;eor
       3448;2017051001;    3;   0.0;   0;-999;eor
       3448;2017051002;    3;   0.0;   0;-999;eor
       3448;2017051003;    3;   0.0;   0;-999;eor
       3448;2017051004;    3;   0.0;   0;-999;eor
       3448;2017051005;    3;   0.0;   0;-999;eor
       3448;2017051006;    3;   0.0;   0;-999;eor
       3448;2017051007;    3;   0.0;   0;-999;eor
       3448;2017051008;    3;   0.0;   0;-999;eor
       3448;2017051009;    3;   0.0;   0;-999;eor
       3448;2017051010;    3;   0.0;   0;-999;eor
       3448;2017051011;    3;   0.0;   0;-999;eor
       3448;2017051012;    3;   0.0;   0;-999;eor
       3448;2017051013;    3;   0.0;   0;-999;eor
       3448;2017051014;    3;   0.0;   0;-999;eor
       3448;2017051015;    3;   0.0;   0;-999;eor
       3448;2017051016;    3;   0.0;   0;-999;eor
       3448;2017051017;    3;   0.0;   0;-999;eor
       3448;2017051018;    3;   0.0;   0;-999;eor
       3448;2017051019;    3;   0.0;   0;-999;eor
       3448;2017051020;    3;   0.0;   0;-999;eor
       3448;2017051021;    3;   0.0;   0;-999;eor
       3448;2017051022;    3;   0.0;   0;-999;eor
       3448;2017051023;    3;   0.0;   0;-999;eor
       3448;2017051100;    3;   0.0;   0;-999;eor
       3448;2017051101;    3;   0.0;   0;-999;eor
       3448;2017051102;    3;   0.0;   0;-999;eor
       3448;2017051103;    3;   0.0;   0;-999;eor
       3448;2017051104;    3;   0.0;   0;-999;eor
       3448;2017051105;    3;   0.0;   0;-999;eor
       3448;2017051106;    3;   0.0;   0;-999;eor
       3448;2017051107;    3;   0.0;   0;-999;eor
       3448;2017051108;    3;   0.0;   0;-999;eor
       3448;2017051109;    3;   0.0;   0;-999;eor
       3448;2017051110;    3;   0.1;   1;-999;eor
       3448;2017051111;    3;   0.0;   0;-999;eor
       3448;2017051112;    3;   0.0;   0;-999;eor
       3448;2017051113;    3;   0.0;   0;-999;eor
       3448;2017051114;    3;   0.0;   0;-999;eor
       3448;2017051115;    3;   0.0;   0;-999;eor
       3448;2017051116;    3;   0.0;   0;-999;eor
       3448;2017051117;    3;   0.0;   0;-999;eor
       3448;2017051118;    3;   0.0;   0;-999;eor
       3448;2017051119;    3;   0.0;   0;-999;eor
       3448;2017051120;    3;   0.0;   0;-999;eor
       3448;2017051121;    3;   0.0;   0;-999;eor
       3448;2017051122;    3;   0.0;   0;-999;eor
       3448;2017051123;    3;   0.0;   0;-999;eor
       3448;2017051200;    3;   0.0;   0;-999;eor
       3448;2017051201;    3;   0.1;   1;-999;eor
       3448;2017051202;    3;   0.0;   1;-999;eor
       3448;2017051203;    3;   0.0;   0;-999;eor
       3448;2017051204;    3;   0.1;   1;-999;eor
       3448;2017051205;    3;   0.4;   1;-999;eor
       3448;2017051206;    3;   0.8;   1;-999;eor
       3448;2017051207;    3;   0.1;   1;-999;eor
       3448;2017051208;    3;   0.0;   0;-999;eor
       3448;2017051209;    3;   0.0;   0;-999;eor
       3448;2017051210;    3;   0.0;   0;-999;eor
       3448;2017051211;    3;   0.0;   0;-999;eor
       3448;2017051212;    3;   0.0;   0;-999;eor
       3448;2017051213;    3;   2.8;   1;-999;eor
       3448;2017051214;    3;   0.7;   1;-999;eor
       3448;2017051215;    3;   0.0;   0;-999;eor
       3448;2017051216;    3;   0.0;   0;-999;eor
       3448;2017051217;    3;   0.0;   0;-999;eor
       3448;2017051218;    3;   0.0;   0;-999;eor
       3448;2017051219;    3;   0.0;   0;-999;eor
       3448;2017051220;    3;   0.0;   0;-999;eor
       3448;2017051221;    3;   0.0;   0;-999;eor
       3448;2017051222;    3;   0.0;   0;-999;eor
       3448;2017051223;    3;   0.0;   0;-999;eor
       3448;2017051300;    3;   0.0;   0;-999;eor
       3448;2017051301;    3;   0.0;   0;-999;eor
       3448;2017051302;    3;   0.0;   0;-999;eor
       3448;2017051303;    3;   0.0;   0;-999;eor
       3448;2017051304;    3;   0.0;   0;-999;eor
       3448;2017051305;    3;   0.0;   0;-999;eor
       3448;2017051306;    3;   0.1;   1;-999;eor
       3448;2017051307;    3;   0.0;   0;-999;eor
       3448;2017051308;    3;   0.0;   0;-999;eor
       3448;2017051309;    3;   0.0;   0;-999;eor
       3448;2017051310;    3;   0.1;   1;-999;eor
       3448;2017051311;    3;   0.4;   1;-999;eor
       3448;2017051312;    3;   0.0;   0;-999;eor
       3448;2017051313;    3;   0.0;   0;-999;eor
       3448;2017051314;    3;   0.0;   0;-999;eor
       3448;2017051315;    3;   0.9;   1;-999;eor
       3448;2017051316;    3;   0.0;   0;-999;eor
       3448;2017051317;    3;   0.1;   1;-999;eor
       3448;2017051318;    3;   7.3;   1;-999;eor
       3448;2017051319;    3;   2.7;   1;-999;eor
       3448;2017051320;    3;   0.0;   1;-999;eor
       3448;2017051321;    3;   0.1;   1;-999;eor
       3448;2017051322;    3;   0.2;   1;-999;eor
       3448;2017051323;    3;   0.0;   0;-999;eor
       3448;2017051400;    3;   0.0;   0;-999;eor
       3448;2017051401;    3;   0.0;   0;-999;eor
       3448;2017051402;    3;   0.2;   1;-999;eor
       3448;2017051403;    3;   0.1;   1;-999;eor
       3448;2017051404;    3;   0.0;   0;-999;eor
       3448;2017051405;    3;   0.3;   1;-999;eor
       3448;2017051406;    3;   0.0;   0;-999;eor
       3448;2017051407;    3;   0.0;   0;-999;eor
       3448;2017051408;    3;   0.0;   0;-999;eor
       3448;2017051409;    3;   0.0;   0;-999;eor
       3448;2017051410;    3;   0.0;   0;-999;eor
       3448;2017051411;    3;   0.0;   0;-999;eor
       3448;2017051412;    3;   0.0;   0;-999;eor
       3448;2017051413;    3;   0.0;   0;-999;eor
       3448;2017051414;    3;   0.0;   0;-999;eor
       3448;2017051415;    3;   1.6;   1;-999;eor
       3448;2017051416;    3;   0.1;   1;-999;eor
       3448;2017051417;    3;   0.0;   0;-999;eor
       3448;2017051418;    3;   0.0;   0;-999;eor
       3448;2017051419;    3;   0.0;   0;-999;eor
       3448;2017051420;    3;   0.0;   0;-999;eor
       3448;2017051421;    3;   0.0;   0;-999;eor
       3448;2017051422;    3;   0.0;   0;-999;eor
       3448;2017051423;    3;   0.0;   0;-999;eor
       3448;2017051500;    3;   0.0;   0;-999;eor
       3448;2017051501;    3;   0.0;   0;-999;eor
       3448;2017051502;    3;   0.0;   0;-999;eor
       3448;2017051503;    3;   0.0;   0;-999;eor
       3448;2017051504;    3;   0.0;   0;-999;eor
       3448;2017051505;    3;   0.0;   0;-999;eor
       3448;2017051506;    3;   0.0;   0;-999;eor
       3448;2017051507;    3;   0.0;   0;-999;eor
       3448;2017051508;    3;   0.0;   0;-999;eor
       3448;2017051509;    3;   0.0;   0;-999;eor
       3448;2017051510;    3;   0.0;   0;-999;eor
       3448;2017051511;    3;   0.0;   0;-999;eor
       3448;2017051512;    3;   0.0;   0;-999;eor
       3448;2017051513;    3;   0.0;   0;-999;eor
       3448;2017051514;    3;   0.0;   0;-999;eor
       3448;2017051515;    3;   0.0;   0;-999;eor
       3448;2017051516;    3;   0.0;   0;-999;eor
       3448;2017051517;    3;   0.0;   0;-999;eor
       3448;2017051518;    3;   0.0;   0;-999;eor
       3448;2017051519;    3;   0.0;   0;-999;eor
       3448;2017051520;    3;   0.0;   0;-999;eor
       3448;2017051521;    3;   0.0;   0;-999;eor
       3448;2017051522;    3;   0.0;   0;-999;eor
       3448;2017051523;    3;   0.0;   0;-999;eor
       3448;2017051600;    3;   0.0;   0;-999;eor
       3448;2017051601;    3;   0.0;   0;-999;eor
       3448;2017051602;    3;   0.0;   0;-999;eor
       3448;2017051603;    3;   0.0;   0;-999;eor
       3448;2017051604;    3;   0.0;   0;-999;eor
       3448;2017051605;    3;   0.0;   0;-999;eor
       3448;2017051606;    3;   0.0;   0;-999;eor
       3448;2017051607;    3;   0.0;   0;-999;eor
       3448;2017051608;    3;   0.0;   0;-999;eor
       3448;2017051609;    3;   0.0;   0;-999;eor
       3448;2017051610;    3;   0.0;   0;-999;eor
       3448;2017051611;    3;   0.0;   0;-999;eor
       3448;2017051612;    3;   0.0;   0;-999;eor
       3448;2017051613;    3;   0.0;   0;-999;eor
       3448;2017051614;    3;   0.0;   0;-999;eor
       3448;2017051615;    3;   0.0;   0;-999;eor
       3448;2017051616;    3;   0.0;   0;-999;eor
       3448;2017051617;    3;   0.0;   0;-999;eor
       3448;2017051618;    3;   0.0;   0;-999;eor
       3448;2017051619;    3;   0.0;   0;-999;eor
       3448;2017051620;    3;   0.0;   0;-999;eor
       3448;2017051621;    3;   0.0;   0;-999;eor
       3448;2017051622;    3;   0.0;   0;-999;eor
       3448;2017051623;    3;   0.0;   0;-999;eor
       3448;2017051700;    3;   0.0;   0;-999;eor
       3448;2017051701;    3;   0.0;   0;-999;eor
       3448;2017051702;    3;   0.0;   0;-999;eor
       3448;2017051703;    3;   0.0;   0;-999;eor
       3448;2017051704;    3;   0.0;   0;-999;eor
       3448;2017051705;    3;   0.0;   0;-999;eor
       3448;2017051706;    3;   0.0;   0;-999;eor
       3448;2017051707;    3;   0.0;   0;-999;eor
       3448;2017051708;    3;   0.0;   0;-999;eor
       3448;2017051709;    3;   0.0;   0;-999;eor
       3448;2017051710;    3;   0.0;   0;-999;eor
       3448;2017051711;    3;   0.0;   0;-999;eor
       3448;2017051712;    3;   0.0;   0;-999;eor
       3448;2017051713;    3;   0.0;   0;-999;eor
       3448;2017051714;    3;   0.0;   0;-999;eor
       3448;2017051715;    3;   0.0;   0;-999;eor
       3448;2017051716;    3;   0.0;   0;-999;eor
       3448;2017051717;    3;   0.0;   0;-999;eor
       3448;2017051718;    3;   0.0;   0;-999;eor
       3448;2017051719;    3;   0.0;   0;-999;eor
       3448;2017051720;    3;   0.0;   0;-999;eor
       3448;2017051721;    3;   0.0;   0;-999;eor
       3448;2017051722;    3;   0.0;   0;-999;eor
       3448;2017051723;    3;   0.0;   0;-999;eor
       3448;2017051800;    3;   0.0;   0;-999;eor
       3448;2017051801;    3;   0.0;   0;-999;eor
       3448;2017051802;    3;   0.0;   0;-999;eor
       3448;2017051803;    3;   0.0;   0;-999;eor
       3448;2017051804;    3;   0.0;   0;-999;eor
       3448;2017051805;    3;   0.0;   0;-999;eor
       3448;2017051806;    3;   0.0;   0;-999;eor
       3448;2017051807;    3;   0.0;   0;-999;eor
       3448;2017051808;    3;   0.0;   0;-999;eor
       3448;2017051809;    3;   0.0;   0;-999;eor
       3448;2017051810;    3;   0.0;   0;-999;eor
       3448;2017051811;    3;   0.0;   0;-999;eor
       3448;2017051812;    3;   0.0;   0;-999;eor
       3448;2017051813;    3;   0.0;   0;-999;eor
       3448;2017051814;    3;   0.0;   0;-999;eor
       3448;2017051815;    3;   0.0;   0;-999;eor
       3448;2017051816;    3;   0.0;   0;-999;eor
       3448;2017051817;    3;   0.0;   0;-999;eor
       3448;2017051818;    3;   0.2;   1;-999;eor
       3448;2017051819;    3;   0.1;   1;-999;eor
       3448;2017051820;    3;   0.0;   0;-999;eor
       3448;2017051821;    3;   0.0;   0;-999;eor
       3448;2017051822;    3;   0.0;   0;-999;eor
       3448;2017051823;    3;   0.0;   0;-999;eor
       3448;2017051900;    3;   0.0;   0;-999;eor
       3448;2017051901;    3;   0.4;   1;-999;eor
       3448;2017051902;    3;   6.3;   1;-999;eor
       3448;2017051903;    3;   2.6;   1;-999;eor
       3448;2017051904;    3;   0.1;   1;-999;eor
       3448;2017051905;    3;   1.2;   1;-999;eor
       3448;2017051906;    3;   0.4;   1;-999;eor
       3448;2017051907;    3;   0.0;   0;-999;eor
       3448;2017051908;    3;   0.0;   0;-999;eor
       3448;2017051909;    3;   0.0;   0;-999;eor
       3448;2017051910;    3;   0.0;   0;-999;eor
       3448;2017051911;    3;   0.1;   1;-999;eor
       3448;2017051912;    3;   1.4;   1;-999;eor
       3448;2017051913;    3;   2.1;   1;-999;eor
       3448;2017051914;    3;   1.7;   1;-999;eor
       3448;2017051915;    3;   0.4;   1;-999;eor
       3448;2017051916;    3;   0.3;   1;-999;eor
       3448;2017051917;    3;   0.2;   1;-999;eor
       3448;2017051918;    3;   0.0;   1;-999;eor
       3448;2017051919;    3;   0.0;   0;-999;eor
       3448;2017051920;    3;   0.0;   0;-999;eor
       3448;2017051921;    3;   0.0;   0;-999;eor
       3448;2017051922;    3;   0.0;   0;-999;eor
       3448;2017051923;    3;   0.0;   0;-999;eor
       3448;2017052000;    3;   0.0;   0;-999;eor
       3448;2017052001;    3;   0.0;   0;-999;eor
       3448;2017052002;    3;   0.0;   0;-999;eor
       3448;2017052003;    3;   0.0;   0;-999;eor
       3448;2017052004;    3;   0.0;   0;-999;eor
       3448;2017052005;    3;   0.0;   0;-999;eor
       3448;2017052006;    3;   0.0;   0;-999;eor
       3448;2017052007;    3;   0.0;   0;-999;eor
       3448;2017052008;    3;   0.0;   0;-999;eor
       3448;2017052009;    3;   0.0;   0;-999;eor
       3448;2017052010;    3;   0.0;   0;-999;eor
       3448;2017052011;    3;   0.0;   0;-999;eor
       3448;2017052012;    3;   0.0;   0;-999;eor
       3448;2017052013;    3;   0.0;   0;-999;eor
       3448;2017052014;    3;   0.0;   0;-999;eor
       3448;2017052015;    3;   0.0;   0;-999;eor
       3448;2017052016;    3;   0.0;   0;-999;eor
       3448;2017052017;    3;   0.0;   0;-999;eor
       3448;2017052018;    3;   0.0;   0;-999;eor
       3448;2017052019;    3;   0.0;   0;-999;eor
       3448;2017052020;    3;   0.0;   0;-999;eor
       3448;2017052021;    3;   0.0;   0;-999;eor
       3448;2017052022;    3;   0.0;   0;-999;eor
       3448;2017052023;    3;   0.0;   0;-999;eor
       3448;2017052100;    3;   0.0;   0;-999;eor
       3448;2017052101;    3;   0.0;   0;-999;eor
       3448;2017052102;    3;   0.0;   0;-999;eor
       3448;2017052103;    3;   0.0;   0;-999;eor
       3448;2017052104;    3;   0.0;   0;-999;eor
       3448;2017052105;    3;   0.0;   0;-999;eor
       3448;2017052106;    3;   0.0;   0;-999;eor
       3448;2017052107;    3;   0.0;   0;-999;eor
       3448;2017052108;    3;   0.0;   0;-999;eor
       3448;2017052109;    3;   0.0;   0;-999;eor
       3448;2017052110;    3;   0.0;   0;-999;eor
       3448;2017052111;    3;   0.0;   0;-999;eor
       3448;2017052112;    3;   0.0;   0;-999;eor
       3448;2017052113;    3;   0.0;   0;-999;eor
       3448;2017052114;    3;   0.0;   0;-999;eor
       3448;2017052115;    3;   0.0;   0;-999;eor
       3448;2017052116;    3;   0.0;   0;-999;eor
       3448;2017052117;    3;   0.0;   0;-999;eor
       3448;2017052118;    3;   0.0;   0;-999;eor
       3448;2017052119;    3;   0.0;   0;-999;eor
       3448;2017052120;    3;   0.0;   0;-999;eor
       3448;2017052121;    3;   0.0;   0;-999;eor
       3448;2017052122;    3;   0.0;   0;-999;eor
       3448;2017052123;    3;   0.0;   0;-999;eor
       3448;2017052200;    3;   0.0;   0;-999;eor
       3448;2017052201;    3;   0.0;   0;-999;eor
       3448;2017052202;    3;   0.0;   0;-999;eor
       3448;2017052203;    3;   0.0;   0;-999;eor
       3448;2017052204;    3;   0.0;   0;-999;eor
       3448;2017052205;    3;   0.0;   0;-999;eor
       3448;2017052206;    3;   0.0;   0;-999;eor
       3448;2017052207;    3;   0.0;   0;-999;eor
       3448;2017052208;    3;   0.0;   0;-999;eor
       3448;2017052209;    3;   0.0;   0;-999;eor
       3448;2017052210;    3;   0.0;   0;-999;eor
       3448;2017052211;    3;   0.0;   0;-999;eor
       3448;2017052212;    3;   0.0;   0;-999;eor
       3448;2017052213;    3;   0.0;   0;-999;eor
       3448;2017052214;    3;   0.0;   0;-999;eor
       3448;2017052215;    3;   0.0;   0;-999;eor
       3448;2017052216;    3;   0.0;   0;-999;eor
       3448;2017052217;    3;   0.0;   0;-999;eor
       3448;2017052218;    3;   0.0;   0;-999;eor
       3448;2017052219;    3;   0.0;   0;-999;eor
       3448;2017052220;    3;   0.0;   0;-999;eor
       3448;2017052221;    3;   0.0;   0;-999;eor
       3448;2017052222;    3;   0.0;   0;-999;eor
       3448;2017052223;    3;   0.0;   0;-999;eor
       3448;2017052300;    3;   0.0;   0;-999;eor
       3448;2017052301;    3;   0.0;   0;-999;eor
       3448;2017052302;    3;   0.0;   0;-999;eor
       3448;2017052303;    3;   0.0;   0;-999;eor
       3448;2017052304;    3;   0.0;   0;-999;eor
       3448;2017052305;    3;   0.0;   0;-999;eor
       3448;2017052306;    3;   0.0;   0;-999;eor
       3448;2017052307;    3;   0.0;   0;-999;eor
       3448;2017052308;    3;   0.0;   0;-999;eor
       3448;2017052309;    3;   0.0;   0;-999;eor
       3448;2017052310;    3;   0.0;   0;-999;eor
       3448;2017052311;    3;   0.0;   0;-999;eor
       3448;2017052312;    3;   0.0;   0;-999;eor
       3448;2017052313;    3;   0.0;   0;-999;eor
       3448;2017052314;    3;   0.0;   0;-999;eor
       3448;2017052315;    3;   0.0;   0;-999;eor
       3448;2017052316;    3;   0.0;   0;-999;eor
       3448;2017052317;    3;   0.0;   0;-999;eor
       3448;2017052318;    3;   0.0;   0;-999;eor
       3448;2017052319;    3;   0.0;   0;-999;eor
       3448;2017052320;    3;   0.0;   0;-999;eor
       3448;2017052321;    3;   0.0;   0;-999;eor
       3448;2017052322;    3;   0.0;   0;-999;eor
       3448;2017052323;    3;   0.0;   0;-999;eor
       3448;2017052400;    3;   0.0;   0;-999;eor
       3448;2017052401;    3;   0.0;   0;-999;eor
       3448;2017052402;    3;   0.0;   0;-999;eor
       3448;2017052403;    3;   0.0;   0;-999;eor
       3448;2017052404;    3;   0.0;   0;-999;eor
       3448;2017052405;    3;   0.0;   0;-999;eor
       3448;2017052406;    3;   0.0;   0;-999;eor
       3448;2017052407;    3;   0.0;   0;-999;eor
       3448;2017052408;    3;   0.0;   0;-999;eor
       3448;2017052409;    3;   0.0;   0;-999;eor
       3448;2017052410;    3;   0.0;   0;-999;eor
       3448;2017052411;    3;   0.0;   0;-999;eor
       3448;2017052412;    3;   0.0;   0;-999;eor
       3448;2017052413;    3;   0.0;   0;-999;eor
       3448;2017052414;    3;   0.0;   0;-999;eor
       3448;2017052415;    3;   0.0;   0;-999;eor
       3448;2017052416;    3;   0.0;   0;-999;eor
       3448;2017052417;    3;   0.0;   0;-999;eor
       3448;2017052418;    3;   0.0;   0;-999;eor
       3448;2017052419;    3;   0.0;   0;-999;eor
       3448;2017052420;    3;   0.0;   0;-999;eor
       3448;2017052421;    3;   0.0;   0;-999;eor
       3448;2017052422;    3;   0.0;   0;-999;eor
       3448;2017052423;    3;   0.0;   0;-999;eor
       3448;2017052500;    3;   0.0;   0;-999;eor
       3448;2017052501;    3;   0.0;   0;-999;eor
       3448;2017052502;    3;   0.0;   0;-999;eor
       3448;2017052503;    3;   0.0;   0;-999;eor
       3448;2017052504;    3;   0.0;   0;-999;eor
       3448;2017052505;    3;   0.0;   0;-999;eor
       3448;2017052506;    3;   0.0;   0;-999;eor
       3448;2017052507;    3;   0.0;   0;-999;eor
       3448;2017052508;    3;   0.0;   0;-999;eor
       3448;2017052509;    3;   0.0;   0;-999;eor
       3448;2017052510;    3;   0.0;   0;-999;eor
       3448;2017052511;    3;   0.0;   0;-999;eor
       3448;2017052512;    3;   0.0;   0;-999;eor
       3448;2017052513;    3;   0.0;   0;-999;eor
       3448;2017052514;    3;   0.0;   0;-999;eor
       3448;2017052515;    3;   0.0;   0;-999;eor
       3448;2017052516;    3;   0.0;   0;-999;eor
       3448;2017052517;    3;   0.0;   0;-999;eor
       3448;2017052518;    3;   0.0;   0;-999;eor
       3448;2017052519;    3;   0.0;   0;-999;eor
       3448;2017052520;    3;   0.0;   0;-999;eor
       3448;2017052521;    3;   0.0;   0;-999;eor
       3448;2017052522;    3;   0.0;   0;-999;eor
       3448;2017052523;    3;   0.0;   0;-999;eor
       3448;2017052600;    3;   0.0;   0;-999;eor
       3448;2017052601;    3;   0.0;   0;-999;eor
       3448;2017052602;    3;   0.0;   0;-999;eor
       3448;2017052603;    3;   0.0;   0;-999;eor
       3448;2017052604;    3;   0.0;   0;-999;eor
       3448;2017052605;    3;   0.0;   0;-999;eor
       3448;2017052606;    3;   0.0;   0;-999;eor
       3448;2017052607;    3;   0.0;   0;-999;eor
       3448;2017052608;    3;   0.0;   0;-999;eor
       3448;2017052609;    3;   0.0;   0;-999;eor
       3448;2017052610;    3;   0.0;   0;-999;eor
       3448;2017052611;    3;   0.0;   0;-999;eor
       3448;2017052612;    3;   0.0;   0;-999;eor
       3448;2017052613;    3;   0.0;   0;-999;eor
       3448;2017052614;    3;   0.0;   0;-999;eor
       3448;2017052615;    3;   0.0;   0;-999;eor
       3448;2017052616;    3;   0.0;   0;-999;eor
       3448;2017052617;    3;   0.0;   0;-999;eor
       3448;2017052618;    3;   0.0;   0;-999;eor
       3448;2017052619;    3;   0.0;   0;-999;eor
       3448;2017052620;    3;   0.0;   0;-999;eor
       3448;2017052621;    3;   0.0;   0;-999;eor
       3448;2017052622;    3;   0.0;   0;-999;eor
       3448;2017052623;    3;   0.0;   0;-999;eor
       3448;2017052700;    3;   0.0;   0;-999;eor
       3448;2017052701;    3;   0.0;   0;-999;eor
       3448;2017052702;    3;   0.0;   0;-999;eor
       3448;2017052703;    3;   0.0;   0;-999;eor
       3448;2017052704;    3;   0.0;   0;-999;eor
       3448;2017052705;    3;   0.0;   0;-999;eor
       3448;2017052706;    3;   0.0;   0;-999;eor
